opp_id,title,content_type,framework,characters,language,persona,city,reach,shareability,save,comment,lead_gen,total,priority_score,hook_category,cta_category,status,gate
OPP-129,Site visit schedule reminder auto demo,CT-DEMO,FW-AI,CH-CONSULTANT,mr-dominant,Broker,Both,4,6,8,6,9,33,6.8,DEMO,DEMO,ok,
OPP-130,Calendar pe poori team ki site visit ek screen,CT-DEMO,FW-CRM,CH-TEAMLEAD,mr-dominant,Manager,Pune,6,5,6,5,8,30,6.2,DEMO,TRIAL,ok,D24
OPP-131,Phone OTP login 30 sec mein shuru no credit card,CT-DEMO,FW-CRM,CH-OWNER,mr-dominant,Owner,Both,3,3,8,7,10,31,6.4,CRM,DEMO,ok,
OPP-132,15 agent team 20 Cr revenue 8 ghante kaam ka sapna,CT-FOUNDER,FW-FOUNDER,CH-OWNER,mixed,Owner,Mumbai,9,7,3,9,4,32,6.2,REVENUE,COMMUNITY,ok,
OPP-133,Arjun ne 5 deal se 12 deal kiye system se,CT-FOUNDER,FW-FOUNDER,CH-BROKER,mr-dominant,Broker,Both,9,5,4,6,7,31,6.2,SALES,FOLLOW,blocked-prelaunch,
OPP-134,Professional broker banna hai to professional tool,CT-FOUNDER,FW-CONTRARIAN,CH-OWNER,mr-dominant,Owner,Pune,8,7,3,9,6,33,6.5,REAL-ESTATE,COMMENT,ok,D24
OPP-135,Business tumhare bina chale yeh kaise,CT-FOUNDER,FW-FOUNDER,CH-OWNER,mixed,Owner,Mumbai,7,4,4,7,3,25,4.8,CURIOSITY,COMMUNITY,ok,
OPP-136,POV jab client puche mera lead kahan hai,CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-NEWBIE,mr-dominant,Broker,Both,10,10,1,8,1,30,5.7,WHATSAPP-CHAOS,FOLLOW,ok,
OPP-137,Broker ki Excel sheet ka funeral,CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT,mr-dominant,Broker,Both,10,10,1,5,1,27,5.2,CURIOSITY,FOLLOW,ok,
OPP-138,Jab do agent same lead pe ladte hain,CT-MEME,FW-WHATSAPP-CHAOS,CH-SALESMGR,mixed,Manager,Pune,10,10,4,6,1,31,5.9,SALES,FOLLOW,ok,D24
OPP-139,Ek minute file dhoondta hoon buyer waiting meme,CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-NEWBIE,hi-dominant,Broker,Pune,10,10,3,7,1,31,5.9,WHATSAPP-CHAOS,COMMENT,ok,D24
OPP-140,Naya agent jab pehli baar CRM dekhta hai reaction,CT-MEME,FW-CURIOSITY,CH-NEWBIE|CH-LOSTLEAD,hi-dominant,NewJoiner,Mumbai,10,9,2,8,1,30,5.7,CURIOSITY,FOLLOW,ok,
OPP-141,2026 aa gaya bhai aur tu abhi bhi Excel pe,CT-MEME,FW-SKIT,CH-BROKER|CH-NEWBIE,hi-dominant,Broker,Mumbai,10,10,4,7,2,33,6.3,WHATSAPP-CHAOS,COMMENT,ok,
OPP-142,Beta business join nahi karna chahta jab tak CRM nahi dekha,CT-DRAMA,FW-SKIT,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Mumbai,9,8,4,8,4,33,6.4,REAL-ESTATE,COMMENT,ok,
OPP-143,Purane broker ka succession plan tech se zinda,CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER,hi-dominant,Owner,Mumbai,7,6,4,7,3,27,5.2,FOUNDER,FOLLOW,blocked-prelaunch,
OPP-144,Indian brokerages 30-40 percent leads lose data breakdown,CT-AUTHORITY,FW-CRM,CH-OWNER,en-leaning,Owner,Mumbai,4,5,10,6,7,32,6.4,CRM,FOLLOW,review-number,
OPP-145,Response time hi sabse bada competitive edge data,CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,6,6,8,5,5,30,6.0,CONTRARIAN,FOLLOW,ok,
OPP-146,Ek RE CRM mein yeh 7 cheez honi chahiye checklist,CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mixed,Owner,Both,4,3,10,4,5,26,5.2,CRM,COMMUNITY,ok,
OPP-147,Lead source ROI kaunsa source sabse sasta,CT-AUTHORITY,FW-CRM,CH-OWNER,en-leaning,Owner,Mumbai,4,3,10,6,6,29,5.8,REAL-ESTATE,SAVE,ok,
OPP-148,POV broker scrolling 200 unread WhatsApp dhoondh raha ek lead (meme),CT-MEME,FW-WHATSAPP-CHAOS,CH-BROKER|CH-LOSTLEAD,mr-dominant,Broker,Pune,10,10,3,8,2,33,6.3,WHATSAPP-CHAOS,FOLLOW,ok,D24
OPP-149,WhatsApp mein jo 5L deal laga tha woh gaya kahan (meme),CT-MEME,FW-CURIOSITY,CH-OWNER|CH-BROKER,hi-dominant,Owner,Both,10,10,2,6,4,32,6.3,WHATSAPP-CHAOS,SHARE,review-number,
OPP-150,Subah ka buyer dopahar tak 80 messages mein dafan (meme),CT-MEME,FW-CURIOSITY,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Both,7,7,4,9,1,28,5.2,WHATSAPP-CHAOS,COMMENT,ok,
OPP-151,Do agent ek hi WhatsApp lead pe call kar diye buyer confuse (meme),CT-MEME,FW-CURIOSITY,CH-SALESMGR,mr-dominant,Manager,Both,8,8,4,4,3,27,5.3,WHATSAPP-CHAOS,FOLLOW,ok,
OPP-152,Kaunsa chat mein Bandra wali property thi yaad nahi (meme),CT-MEME,FW-SKIT,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Mumbai,9,8,4,7,2,30,5.8,WHATSAPP-CHAOS,FOLLOW,ok,
OPP-153,Tumhi pan lead WhatsApp madhe shodhta mag deal gela samjha (meme),CT-MEME,FW-CURIOSITY,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Pune,7,10,5,7,2,31,6.0,WHATSAPP-CHAOS,FOLLOW,ok,D24
OPP-154,30 WhatsApp groups khole ek lead ke liye (meme),CT-MEME,FW-SKIT,CH-CONSULTANT,hi-dominant,Broker,Mumbai,8,7,2,4,3,24,4.8,WHATSAPP-CHAOS,FOLLOW,ok,
OPP-155,WhatsApp pe Interested likha buyer ne phir gayab (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-LOSTLEAD,mr-dominant,Broker,Both,7,7,4,4,3,25,5.0,WHATSAPP-CHAOS,SHARE,ok,
OPP-156,Office group mein lead aaya kisi ne uthaya hi nahi (meme),CT-MEME,FW-SKIT,CH-SALESMGR|CH-LOSTLEAD,mr-dominant,Manager,Pune,7,9,3,4,2,25,4.9,WHATSAPP-CHAOS,SHARE,ok,D24
OPP-157,WhatsApp lead ek tap mein system mein daalo demo (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-LOSTLEAD,hi-dominant,Broker,Mumbai,9,9,2,5,6,31,6.2,LEAD-MANAGEMENT,FOLLOW,ok,
OPP-158,Client ka naam WhatsApp mein Unknown Number save (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT,hi-dominant,Broker,Mumbai,6,7,1,7,2,23,4.4,WHATSAPP-CHAOS,COMMENT,ok,
OPP-159,Forwarded property 5 baar bheji par track kisi ne nahi kiya (meme),CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-NEWBIE,hi-dominant,Broker,Mumbai,7,7,3,8,4,29,5.6,WHATSAPP-CHAOS,FOLLOW,ok,
OPP-160,100 leads aaye sirf 12 convert hue baaki kahan gaye (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,en-leaning,Owner,Both,2,5,8,8,10,33,6.7,LEAD-LEAKAGE,DEMO,blocked-prelaunch,
OPP-161,30 percent leads chup-chaap gayab har mahine ka 20L (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,2,3,9,4,10,28,5.9,REVENUE,DEMO,blocked-prelaunch,
OPP-162,Aapke leads leak ho rahe hain aur aapko pata bhi nahi (case study),CT-CASE,FW-BAB,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Both,6,4,4,6,10,30,6.2,FEAR,DM,blocked-prelaunch,
OPP-163,Lead leakage calculator apni leak nikalo comment mein (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Mumbai,6,5,10,9,9,39,7.8,REVENUE,DEMO,blocked-feature,
OPP-164,Har lead ka owner kaun yeh dikhana zaroori hai (case study),CT-CASE,FW-CASE,CH-TEAMLEAD|CH-LOSTLEAD,mr-dominant,Manager,Pune,3,3,7,6,10,29,6.0,LEAD-MANAGEMENT,DEMO,blocked-prelaunch,D24
OPP-165,Competitor ne 2 min mein call kiya aapne 2 ghante baad (case study),CT-CASE,FW-BAB,CH-BROKER,mixed,Broker,Both,7,4,4,3,10,28,6.0,FEAR,DEMO,blocked-prelaunch,D26
OPP-166,Aapka deal unka commission response time ka khel (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,mr-dominant,Owner,Both,4,3,5,6,10,28,5.8,REVENUE,TRIAL,blocked-prelaunch,
OPP-167,Lead aaya call lagaya kal buyer already gaya (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-CONSULTANT,en-leaning,Broker,Mumbai,5,6,5,5,10,31,6.5,LEAD-MANAGEMENT,DEMO,blocked-prelaunch,
OPP-168,Spreadsheet purana hai aaj ke leads kahan (case study),CT-CASE,FW-BAB,CH-TEAMLEAD,en-leaning,Manager,Both,2,5,8,3,8,26,5.5,FEAR,DEMO,blocked-prelaunch,
OPP-169,Ek recovered deal poore saal ka CRM cost cover karta hai (case study),CT-CASE,FW-BAB,CH-OWNER,en-leaning,Owner,Both,2,4,6,3,10,25,5.4,REVENUE,DEMO,blocked-prelaunch,
OPP-170,Follow-up bhool gaye Ab nahi hoga sab automatic (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Mumbai,3,6,8,4,9,30,6.2,FEAR,TRIAL,ok,
OPP-171,Kal jis client se baat hui aaj follow-up kiya kya (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Mumbai,3,6,7,6,7,29,5.8,SALES,DEMO,ok,
OPP-172,Client teesri baar pooche any update aap kya bologe (demo),CT-DEMO,FW-CRM,CH-BROKER,en-leaning,Broker,Both,6,5,5,4,8,28,5.8,FEAR,TRIAL,ok,
OPP-173,Response within 15 min 60 percent close after 1 hour 20 percent (demo),CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Pune,5,5,6,4,9,29,6.1,SALES,TRIAL,review-number,D24
OPP-174,3 follow-up jo har broker bhoolta hai (demo),CT-DEMO,FW-AI,CH-CONSULTANT,hi-dominant,Broker,Pune,4,4,10,5,7,30,6.1,CURIOSITY,DEMO,ok,D24
OPP-175,Follow-up rahila ani deal gela Pune broker ki kahani (demo),CT-DEMO,FW-AI,CH-BROKER,mr-dominant,Broker,Pune,3,5,6,4,7,25,5.2,FOLLOWUP,DEMO,ok,D24
OPP-176,Buyer ko reminder system bhejega tum deal close karoge (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,mixed,Broker,Both,3,3,7,4,8,25,5.2,SALES,DEMO,ok,
OPP-177,Google Ads ka lead 48 ghante mein thanda follow-up turant (demo),CT-DEMO,FW-AI,CH-OWNER,en-leaning,Owner,Both,3,4,6,4,10,27,5.7,FEAR,DEMO,ok,
OPP-178,Commission ka jhagda ab nahi khata book khol ke dikhao (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,7,5,6,3,7,28,5.8,REVENUE,DEMO,ok,
OPP-179,Do agent same lead claim kar rahe khata ne 10 sec mein settle (carousel),CT-EDU,FW-CRM,CH-TEAMLEAD,hi-dominant,Manager,Mumbai,3,5,6,6,5,25,5.0,SALES,DEMO,ok,
OPP-180,Agent bole 5L baki broker bole 3L hisaab kaun sahi (carousel),CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,7,6,7,7,4,31,6.1,REVENUE,DEMO,review-number,
OPP-181,Excel mein commission galat overpay 2L ka error (carousel),CT-EDU,FW-MYTH,CH-OWNER,mr-dominant,Owner,Pune,4,5,8,5,7,29,5.9,CRM,DEMO,review-number,D24
OPP-182,Kiska kitna paisa khata book mein zero jhagda (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,7,7,7,3,4,28,5.7,REVENUE,DEMO,ok,
OPP-183,Khata settlement 3 tap mein dekho live (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,mixed,Owner,Both,5,6,6,3,6,26,5.4,DEMO,DEMO,ok,
OPP-184,Hishob clear kara bhandan sampla Marathi khata reel (carousel),CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,6,7,7,4,6,30,6.1,CRM,DEMO,ok,
OPP-185,Commission split channel partner ke saath transparent rakho (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,7,4,8,6,7,32,6.5,REVENUE,DEMO,ok,
OPP-186,Manual hisaab mein har mahine kitna leak ho raha (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,en-leaning,Owner,Mumbai,5,6,5,7,8,31,6.2,FEAR,DEMO,ok,
OPP-187,AI ne mere 100 buyers ko call kiya 30 qualified nikle (carousel),CT-EDU,FW-CRM,CH-BROKER,hi-dominant,Broker,Both,8,6,9,5,10,38,7.9,AI,DEMO,blocked-prelaunch,D26
OPP-188,AI calls karega tu deals close karega 10 ghante bach gaye (carousel),CT-EDU,FW-CRM,CH-CONSULTANT,mr-dominant,Broker,Both,9,7,5,6,7,34,6.8,AI,DEMO,ok,D26
OPP-189,Maine AI se follow-up call karwaya client ko pata bhi nahi chala (carousel),CT-EDU,FW-MISTAKE,CH-CONSULTANT,hi-dominant,Broker,Mumbai,6,6,7,6,6,31,6.2,CURIOSITY,DEMO,blocked-prelaunch,D26
OPP-190,AI calling demo sun lo asli real estate call (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-BROKER,mr-dominant,Broker,Pune,8,3,8,7,10,36,7.4,AI,DEMO,ok,D24|D26
OPP-191,AI calling real estate mein chalega Myth bust (carousel),CT-EDU,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,3,6,8,8,6,31,6.1,MYTH,DEMO,ok,D26
OPP-192,"Business hours mein AI ne leads qualify kiye, subah tak list ready (carousel)",CT-EDU,FW-MISTAKE,CH-OWNER,mr-dominant,Owner,Both,8,5,9,5,7,34,6.9,AI,SAVE,retitled,
OPP-193,AI tumhe replace nahi karega boring kaam karega (carousel),CT-EDU,FW-MYTH,CH-CONSULTANT,mr-dominant,Broker,Both,6,5,8,7,7,33,6.6,CONTRARIAN,DEMO,ok,
OPP-194,AI ne Google Ads lead 30 sec mein follow-up kiya deal bachi (carousel),CT-EDU,FW-MYTH,CH-OWNER,hi-dominant,Owner,Pune,5,4,9,6,7,31,6.2,AI,DEMO,blocked-prelaunch,D24
OPP-195,AI calling kaise set karo 60 second mein (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,en-leaning,Owner,Both,4,4,7,5,7,27,5.5,DEMO,COMMENT,ok,D26
OPP-196,Pata hai team abhi kya kar rahi hai dashboard kholo (demo),CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,3,4,5,5,9,26,5.4,TEAM-MANAGEMENT,DEMO,ok,
OPP-197,Proof nahi to sirf blame agent ki performance data se (demo),CT-DEMO,FW-CRM,CH-TEAMLEAD,mr-dominant,Manager,Both,5,5,6,7,9,32,6.5,TEAM-MANAGEMENT,DEMO,ok,
OPP-198,Kaun sa agent kaun sa lead chala raha pata nahi (demo),CT-DEMO,FW-DEMO,CH-OWNER,hi-dominant,Owner,Both,4,3,7,6,7,27,5.5,FEAR,DEMO,ok,
OPP-199,Visibility surveillance nahi fairness hai agent bhi khush (demo),CT-DEMO,FW-CRM,CH-TEAMLEAD,hi-dominant,Manager,Mumbai,5,5,6,7,9,32,6.5,TEAM-MANAGEMENT,DEMO,ok,
OPP-200,Poori team ek dashboard mein owner ka control (demo),CT-DEMO,FW-DEMO,CH-OWNER,mr-dominant,Owner,Both,4,4,5,4,10,27,5.7,TEAM-MANAGEMENT,TRIAL,ok,
OPP-201,Rajesh ne Bandra buyer ko call kiya ya nahi ab pata chalega (demo),CT-DEMO,FW-DEMO,CH-SALESMGR,hi-dominant,Manager,Mumbai,3,3,7,5,10,28,5.9,SALES,DEMO,ok,D26
OPP-202,Fair lead distribution har agent ko barabar mauka (demo),CT-DEMO,FW-DEMO,CH-TEAMLEAD,hi-dominant,Manager,Both,5,5,5,4,6,25,5.1,TEAM-MANAGEMENT,DEMO,ok,
OPP-203,Micromanagement band karo data dekho (demo),CT-DEMO,FW-AI,CH-OWNER,hi-dominant,Owner,Both,4,5,6,8,7,30,6.0,CONTRARIAN,DEMO,ok,
OPP-204,Ek agent gaya saara business gaya bachao kaise (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,7,4,6,4,7,28,5.8,FEAR,DM,blocked-prelaunch,
OPP-205,Top agent nikla apne saare client le gaya (case study),CT-CASE,FW-CASE,CH-OWNER,en-leaning,Owner,Pune,6,3,6,4,9,28,5.9,REVENUE,DEMO,blocked-prelaunch,D24
OPP-206,Agent jaaye par leads agency ke paas rahein (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Mumbai,2,5,6,6,9,28,5.8,TEAM-MANAGEMENT,DM,blocked-prelaunch,
OPP-207,Naya agent ne purane ka kaam seamlessly uthaya kyunki sab system mein (case study),CT-CASE,FW-BAB,CH-SALESMGR,mixed,Manager,Mumbai,2,4,6,3,9,24,5.1,SALES,DM,blocked-prelaunch,
OPP-208,Relationships agent ke phone mein ya agency ke system mein (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,6,4,6,6,9,31,6.3,FEAR,DM,blocked-prelaunch,
OPP-209,Naya agent Day 1 vs Day 7 with RealEstateFlow (UGC selfie),CT-UGC,FW-PROPERTY,CH-NEWBIE,mr-dominant,NewJoiner,Mumbai,9,6,5,3,5,28,5.7,CURIOSITY,TRIAL,ok,
OPP-210,Naye agent ko kaunse leads milenge fair rule dikhao (UGC selfie),CT-UGC,FW-UGC,CH-NEWBIE,hi-dominant,NewJoiner,Both,7,7,6,4,7,31,6.3,SALES,DM,ok,
OPP-211,New joiner 30 min mein CRM seekh gaya WhatsApp jaisa (UGC selfie),CT-UGC,FW-OBJECTION,CH-NEWBIE,mixed,NewJoiner,Both,6,7,5,6,8,32,6.5,CRM,TRIAL,blocked-prelaunch,
OPP-212,Naya banda delete nahi kar sakta RBAC ka kamaal (UGC selfie),CT-UGC,FW-UGC,CH-OWNER,hi-dominant,Owner,Mumbai,5,5,4,3,9,26,5.5,FEAR,TRIAL,ok,
OPP-213,Rohan ka pehla din ghabrao mat sab simple hai (UGC selfie),CT-UGC,FW-OBJECTION,CH-NEWBIE,mr-dominant,NewJoiner,Pune,4,8,5,5,7,29,5.9,UGC,DM,ok,D24
OPP-214,Team nahi seekhegi yeh dar galat hai 2 ghante training (UGC selfie),CT-UGC,FW-OBJECTION,CH-OWNER,mr-dominant,Owner,Both,6,4,5,5,6,26,5.2,OBJECTION,TRIAL,ok,
OPP-215,Client bola 2BHK Andheri chahiye aap file dhoondh rahe (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Mumbai,6,5,6,7,7,31,6.2,PROPERTY-MANAGEMENT,TRIAL,ok,
OPP-216,Call pe property details missing deal bhi missing (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,mixed,Broker,Both,7,6,4,4,7,28,5.8,PROPERTY-MANAGEMENT,TRIAL,ok,
OPP-217,Property turant share karo deal fast karo demo (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Pune,6,7,4,3,8,28,5.9,SALES,DM,ok,D24
OPP-218,Inventory ungliyon pe matching buyer ko instant (UGC selfie),CT-UGC,FW-OBJECTION,CH-CONSULTANT,hi-dominant,Broker,Mumbai,4,5,5,4,5,23,4.7,CURIOSITY,DEMO,ok,
OPP-219,Instagram pe dekhi property aap dhoondh nahi paye client gaya (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Mumbai,6,4,3,6,8,27,5.5,PROPERTY-MANAGEMENT,TRIAL,ok,
OPP-220,Property add karo media upload map pin 20 sec demo (UGC selfie),CT-UGC,FW-PROPERTY,CH-CONSULTANT,hi-dominant,Broker,Mumbai,4,5,3,6,8,26,5.3,DEMO,DEMO,ok,
OPP-221,Client call aaye to saari history turant samne (demo),CT-DEMO,FW-AI,CH-CONSULTANT,mixed,Broker,Pune,2,2,7,4,10,25,5.3,SALES,DEMO,ok,D24
OPP-222,Sneha ne client ki requirement ek jagah rakhi perfect match (demo),CT-DEMO,FW-DEMO,CH-CONSULTANT,mr-dominant,Broker,Both,6,4,6,5,8,29,6.0,SOCIAL-PROOF,TRIAL,blocked-prelaunch,
OPP-223,Client ko lagta hai aap sirf usi ke liye kaam kar rahe (demo),CT-DEMO,FW-AI,CH-BROKER,mr-dominant,Broker,Pune,6,5,6,4,8,29,6.0,CURIOSITY,DEMO,ok,D24
OPP-224,Buyer requirement capture karo galti se kuch miss na ho (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Both,6,4,6,6,9,31,6.3,PROPERTY-MANAGEMENT,DEMO,ok,
OPP-225,Andheri broker ne lead leakage near zero kiya 60 din mein (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,mr-dominant,Owner,Both,5,6,6,5,10,32,6.7,SOCIAL-PROOF,DEMO,blocked-prelaunch,
OPP-226,Pune ki 15-agent agency ka before after (case study),CT-CASE,FW-CASE,CH-OWNER,mixed,Owner,Pune,4,4,7,4,9,28,5.8,SOCIAL-PROOF,TRIAL,blocked-prelaunch,D24
OPP-227,Close rate 8 percent se 12 percent 2 mahine mein (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Pune,5,5,7,5,10,32,6.7,REVENUE,DM,blocked-prelaunch,D24
OPP-228,Mr aur Mrs Khan ka smooth deal testimonial (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-PRESENTER,en-leaning,Buyer,Pune,4,4,5,5,10,28,5.8,SOCIAL-PROOF,DEMO,blocked-prelaunch,D24
OPP-229,Agent bola broker dekh sakta hai maine 10 deals kiye no jhagda (case study),CT-CASE,FW-BAB,CH-BROKER,hi-dominant,Broker,Mumbai,5,5,5,7,8,30,6.0,SOCIAL-PROOF,DEMO,blocked-prelaunch,
OPP-230,12K month diya 25L recover kiya ab CRM free jaisa (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,5,3,5,5,10,28,5.8,REVENUE,DEMO,blocked-prelaunch,
OPP-231,Shuruaati members ke liye RealEstateFlow live hai (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,mixed,Owner,Mumbai,5,3,8,5,10,31,6.5,SOCIAL-PROOF,DEMO,blocked-prelaunch,
OPP-232,Salesforce se switch kiya finally India ke liye bana CRM (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,4,5,7,4,7,27,5.6,SOCIAL-PROOF,TRIAL,blocked-prelaunch,
OPP-233,Ek cheez jo har agency ka follow-up theek kar deti hai (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-PRESENTER,mr-dominant,Owner,Both,4,4,7,8,6,29,5.7,CURIOSITY,FOLLOW,blocked-founder-oncamera,
OPP-234,Kyun banaya RealEstateFlow founder ki kahani (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-PRESENTER,hi-dominant,Owner,Both,3,4,7,8,7,29,5.8,REAL-ESTATE,COMMUNITY,blocked-founder-oncamera,
OPP-235,Indian brokers ko US CRM nahi chahiye desi chahiye (deep-dive),CT-AUTHORITY,FW-CRM,CH-PRESENTER,en-leaning,Owner,Both,4,3,8,8,4,27,5.2,CONTRARIAN,FOLLOW,blocked-founder-oncamera,
OPP-236,Launch day RealEstateFlow ab live hai dekho (deep-dive),CT-AUTHORITY,FW-MYTH,CH-PRESENTER,en-leaning,Owner,Mumbai,7,7,7,7,6,34,6.8,REAL-ESTATE,COMMUNITY,blocked-founder-oncamera,
OPP-237,Mera broker dost ne 20L ka deal khoya tab idea aaya (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-PRESENTER,mr-dominant,Owner,Both,8,7,6,8,4,33,6.4,FOUNDER,COMMUNITY,blocked-founder-oncamera,
OPP-238,CRM matlab Excel nahi yeh 3 cheez karta hai (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Pune,4,7,10,6,4,31,6.1,CRM,COMMUNITY,ok,D24
OPP-239,CRM sirf badi companies ke liye Myth bust (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Both,4,4,8,6,6,28,5.6,CONTRARIAN,COMMUNITY,ok,
OPP-240,CRM mahanga? {{entry_price}} se shuru - ek bacha hua lead hi kaafi (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,en-leaning,Owner,Both,5,7,9,8,10,39,7.9,SALES,SAVE,retitled,
OPP-241,Maine pehle CRM try kiya tha nahi chala kyun different (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Pune,4,3,7,6,6,26,5.2,OBJECTION,COMMUNITY,ok,D24
OPP-242,Data secure hai kya AWS backed sleep peacefully (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,mr-dominant,Owner,Pune,2,5,6,7,7,27,5.4,OBJECTION,COMMUNITY,ok,D24
OPP-243,Cancel kiya to data chala jaayega Nahi export anytime (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mixed,Owner,Mumbai,5,7,6,6,7,31,6.2,OBJECTION,FOLLOW,ok,
OPP-244,Process badalna padega Nahi tumhara process import karo (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Both,4,5,7,8,6,30,5.9,OBJECTION,SAVE,ok,
OPP-245,Tum broke nahi ho tum bleeding ho roz 50K leak (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Both,7,7,8,9,5,36,7.0,CONTRARIAN,SAVE,review-number,
OPP-246,Maharashtra RERA agent rule badla 60 sec mein samjho (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,hi-dominant,Owner,Mumbai,3,4,9,7,8,31,6.2,NEWS,COMMUNITY,ok,
OPP-247,RERA number har listing pe trust signal (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mixed,Owner,Both,4,4,8,5,4,25,5.0,REAL-ESTATE,SAVE,ok,
OPP-248,Ready reckoner rate badha brokers ke liye matlab (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,hi-dominant,Owner,Mumbai,6,5,8,6,6,31,6.2,NEWS,FOLLOW,ok,
OPP-249,Carpet vs built-up loading samjhao client ko (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-BROKER,en-leaning,Broker,Mumbai,4,4,10,6,5,29,5.8,REAL-ESTATE,SAVE,ok,
OPP-250,Portal listing rate hike MagicBricks 99acres ab kya (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,mr-dominant,Owner,Both,3,6,8,7,5,29,5.7,NEWS,SAVE,ok,
OPP-251,MagicBricks lead 2 ghante baad call buyer already deal (case study),CT-CASE,FW-CASE,CH-BROKER,mr-dominant,Broker,Pune,3,4,7,4,9,27,5.7,LEAD-MANAGEMENT,DEMO,blocked-prelaunch,D24
