opp_id,title,content_type,framework,characters,language,persona,city,reach,shareability,save,comment,lead_gen,total,priority_score,hook_category,cta_category
OPP-136,POV jab client puche mera lead kahan hai,CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-NEWBIE,mr-dominant,Broker,Both,10,10,1,8,1,30,5.7,WHATSAPP-CHAOS,FOLLOW
OPP-137,Broker ki Excel sheet ka funeral,CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT,mr-dominant,Broker,Both,10,10,1,5,1,27,5.2,CURIOSITY,FOLLOW
OPP-138,Jab do agent same lead pe ladte hain,CT-MEME,FW-WHATSAPP-CHAOS,CH-SALESMGR,mixed,Manager,Pune,10,10,4,6,1,31,5.9,SALES,FOLLOW
OPP-139,Ek minute file dhoondta hoon buyer waiting meme,CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-NEWBIE,hi-dominant,Broker,Pune,10,10,3,7,1,31,5.9,WHATSAPP-CHAOS,COMMENT
OPP-140,Naya agent jab pehli baar CRM dekhta hai reaction,CT-MEME,FW-CURIOSITY,CH-NEWBIE|CH-LOSTLEAD,hi-dominant,NewJoiner,Mumbai,10,9,2,8,1,30,5.7,CURIOSITY,FOLLOW
OPP-141,2026 aa gaya bhai aur tu abhi bhi Excel pe,CT-MEME,FW-SKIT,CH-BROKER|CH-NEWBIE,hi-dominant,Broker,Mumbai,10,10,4,7,2,33,6.3,WHATSAPP-CHAOS,COMMENT
OPP-142,Beta business join nahi karna chahta jab tak CRM nahi dekha,CT-DRAMA,FW-SKIT,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Mumbai,9,8,4,8,4,33,6.4,REAL-ESTATE,COMMENT
OPP-143,Purane broker ka succession plan tech se zinda,CT-DRAMA,FW-WHATSAPP-CHAOS,CH-OWNER,hi-dominant,Owner,Mumbai,7,6,4,7,3,27,5.2,FOUNDER,FOLLOW
OPP-144,Indian brokerages 30-40 percent leads lose data breakdown,CT-AUTHORITY,FW-CRM,CH-OWNER,en-leaning,Owner,Mumbai,4,5,10,6,7,32,6.4,CRM,FOLLOW
OPP-145,Response time hi sabse bada competitive edge data,CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,6,6,8,5,5,30,6.0,CONTRARIAN,FOLLOW
OPP-146,Ek RE CRM mein yeh 7 cheez honi chahiye checklist,CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mixed,Owner,Both,4,3,10,4,5,26,5.2,CRM,COMMUNITY
OPP-147,Lead source ROI kaunsa source sabse sasta,CT-AUTHORITY,FW-CRM,CH-OWNER,en-leaning,Owner,Mumbai,4,3,10,6,6,29,5.8,REAL-ESTATE,SAVE
OPP-148,POV broker scrolling 200 unread WhatsApp dhoondh raha ek lead (meme),CT-MEME,FW-WHATSAPP-CHAOS,CH-BROKER|CH-LOSTLEAD,mr-dominant,Broker,Pune,10,10,3,8,2,33,6.3,WHATSAPP-CHAOS,FOLLOW
OPP-149,WhatsApp mein jo 5L deal laga tha woh gaya kahan (meme),CT-MEME,FW-CURIOSITY,CH-OWNER|CH-BROKER,hi-dominant,Owner,Both,10,10,2,6,4,32,6.3,WHATSAPP-CHAOS,SHARE
OPP-150,Subah ka buyer dopahar tak 80 messages mein dafan (meme),CT-MEME,FW-CURIOSITY,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Both,7,7,4,9,1,28,5.2,WHATSAPP-CHAOS,COMMENT
OPP-151,Do agent ek hi WhatsApp lead pe call kar diye buyer confuse (meme),CT-MEME,FW-CURIOSITY,CH-SALESMGR,mr-dominant,Manager,Both,8,8,4,4,3,27,5.3,WHATSAPP-CHAOS,FOLLOW
OPP-152,Kaunsa chat mein Bandra wali property thi yaad nahi (meme),CT-MEME,FW-SKIT,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Mumbai,9,8,4,7,2,30,5.8,WHATSAPP-CHAOS,FOLLOW
OPP-153,Tumhi pan lead WhatsApp madhe shodhta mag deal gela samjha (meme),CT-MEME,FW-CURIOSITY,CH-BROKER|CH-NEWBIE,mr-dominant,Broker,Pune,7,10,5,7,2,31,6.0,WHATSAPP-CHAOS,FOLLOW
OPP-154,30 WhatsApp groups khole ek lead ke liye (meme),CT-MEME,FW-SKIT,CH-CONSULTANT,hi-dominant,Broker,Mumbai,8,7,2,4,3,24,4.8,WHATSAPP-CHAOS,FOLLOW
OPP-155,WhatsApp pe Interested likha buyer ne phir gayab (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-LOSTLEAD,mr-dominant,Broker,Both,7,7,4,4,3,25,5.0,WHATSAPP-CHAOS,SHARE
OPP-156,Office group mein lead aaya kisi ne uthaya hi nahi (meme),CT-MEME,FW-SKIT,CH-SALESMGR|CH-LOSTLEAD,mr-dominant,Manager,Pune,7,9,3,4,2,25,4.9,WHATSAPP-CHAOS,SHARE
OPP-157,WhatsApp lead ek tap mein system mein daalo demo (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT|CH-LOSTLEAD,hi-dominant,Broker,Mumbai,9,9,2,5,6,31,6.2,LEAD-MANAGEMENT,FOLLOW
OPP-158,Client ka naam WhatsApp mein Unknown Number save (meme),CT-MEME,FW-CURIOSITY,CH-CONSULTANT,hi-dominant,Broker,Mumbai,6,7,1,7,2,23,4.4,WHATSAPP-CHAOS,COMMENT
OPP-159,Forwarded property 5 baar bheji par track kisi ne nahi kiya (meme),CT-MEME,FW-WHATSAPP-CHAOS,CH-CONSULTANT|CH-NEWBIE,hi-dominant,Broker,Mumbai,7,7,3,8,4,29,5.6,WHATSAPP-CHAOS,FOLLOW
OPP-160,100 leads aaye sirf 12 convert hue baaki kahan gaye (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER|CH-HAPPY,en-leaning,Owner,Both,2,5,8,8,10,33,6.7,LEAD-LEAKAGE,DEMO
OPP-161,30 percent leads chup-chaap gayab har mahine ka 20L (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,2,3,9,4,10,28,5.9,REVENUE,DEMO
OPP-162,Aapke leads leak ho rahe hain aur aapko pata bhi nahi (case study),CT-CASE,FW-BAB,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Both,6,4,4,6,10,30,6.2,FEAR,DM
OPP-163,Lead leakage calculator apni leak nikalo comment mein (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER|CH-LOSTLEAD,hi-dominant,Owner,Mumbai,6,5,10,9,9,39,7.8,REVENUE,DEMO
OPP-164,Har lead ka owner kaun yeh dikhana zaroori hai (case study),CT-CASE,FW-CASE,CH-TEAMLEAD|CH-LOSTLEAD,mr-dominant,Manager,Pune,3,3,7,6,10,29,6.0,LEAD-MANAGEMENT,DEMO
OPP-165,Competitor ne 2 min mein call kiya aapne 2 ghante baad (case study),CT-CASE,FW-BAB,CH-BROKER|CH-HAPPY,mixed,Broker,Both,7,4,4,3,10,28,6.0,FEAR,DEMO
OPP-166,Aapka deal unka commission response time ka khel (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,mr-dominant,Owner,Both,4,3,5,6,10,28,5.8,REVENUE,TRIAL
OPP-167,Lead aaya call lagaya kal buyer already gaya (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-CONSULTANT,en-leaning,Broker,Mumbai,5,6,5,5,10,31,6.5,LEAD-MANAGEMENT,DEMO
OPP-168,Spreadsheet purana hai aaj ke leads kahan (case study),CT-CASE,FW-BAB,CH-TEAMLEAD|CH-HAPPY,en-leaning,Manager,Both,2,5,8,3,8,26,5.5,FEAR,DEMO
OPP-169,Ek recovered deal poore saal ka CRM cost cover karta hai (case study),CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,en-leaning,Owner,Both,2,4,6,3,10,25,5.4,REVENUE,DEMO
OPP-170,Follow-up bhool gaye Ab nahi hoga sab automatic (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Mumbai,3,6,8,4,9,30,6.2,FEAR,TRIAL
OPP-171,Kal jis client se baat hui aaj follow-up kiya kya (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Mumbai,3,6,7,6,7,29,5.8,SALES,DEMO
OPP-172,Client teesri baar pooche any update aap kya bologe (demo),CT-DEMO,FW-CRM,CH-BROKER,en-leaning,Broker,Both,6,5,5,4,8,28,5.8,FEAR,TRIAL
OPP-173,Response within 15 min 60 percent close after 1 hour 20 percent (demo),CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Pune,5,5,6,4,9,29,6.1,SALES,TRIAL
OPP-174,3 follow-up jo har broker bhoolta hai (demo),CT-DEMO,FW-AI,CH-CONSULTANT,hi-dominant,Broker,Pune,4,4,10,5,7,30,6.1,CURIOSITY,DEMO
OPP-175,Follow-up rahila ani deal gela Pune broker ki kahani (demo),CT-DEMO,FW-AI,CH-BROKER,mr-dominant,Broker,Pune,3,5,6,4,7,25,5.2,FOLLOWUP,DEMO
OPP-176,Buyer ko reminder system bhejega tum deal close karoge (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,mixed,Broker,Both,3,3,7,4,8,25,5.2,SALES,DEMO
OPP-177,Google Ads ka lead 48 ghante mein thanda follow-up turant (demo),CT-DEMO,FW-AI,CH-OWNER,en-leaning,Owner,Both,3,4,6,4,10,27,5.7,FEAR,DEMO
OPP-178,Commission ka jhagda ab nahi khata book khol ke dikhao (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,7,5,6,3,7,28,5.8,REVENUE,DEMO
OPP-179,Do agent same lead claim kar rahe khata ne 10 sec mein settle (carousel),CT-EDU,FW-CRM,CH-TEAMLEAD,hi-dominant,Manager,Mumbai,3,5,6,6,5,25,5.0,SALES,DEMO
OPP-180,Agent bole 5L baki broker bole 3L hisaab kaun sahi (carousel),CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,7,6,7,7,4,31,6.1,REVENUE,DEMO
OPP-181,Excel mein commission galat overpay 2L ka error (carousel),CT-EDU,FW-MYTH,CH-OWNER,mr-dominant,Owner,Pune,4,5,8,5,7,29,5.9,CRM,DEMO
OPP-182,Kiska kitna paisa khata book mein zero jhagda (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,7,7,7,3,4,28,5.7,REVENUE,DEMO
OPP-183,Khata settlement 3 tap mein dekho live (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,mixed,Owner,Both,5,6,6,3,6,26,5.4,DEMO,DEMO
OPP-184,Hishob clear kara bhandan sampla Marathi khata reel (carousel),CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,6,7,7,4,6,30,6.1,CRM,DEMO
OPP-185,Commission split channel partner ke saath transparent rakho (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,7,4,8,6,7,32,6.5,REVENUE,DEMO
OPP-186,Manual hisaab mein har mahine kitna leak ho raha (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-OWNER,en-leaning,Owner,Mumbai,5,6,5,7,8,31,6.2,FEAR,DEMO
OPP-187,AI ne mere 100 buyers ko call kiya 30 qualified nikle (carousel),CT-EDU,FW-CRM,CH-BROKER,hi-dominant,Broker,Both,8,6,9,5,10,38,7.9,AI,DEMO
OPP-188,AI calls karega tu deals close karega 10 ghante bach gaye (carousel),CT-EDU,FW-CRM,CH-CONSULTANT,mr-dominant,Broker,Both,9,7,5,6,7,34,6.8,AI,DEMO
OPP-189,Maine AI se follow-up call karwaya client ko pata bhi nahi chala (carousel),CT-EDU,FW-MISTAKE,CH-CONSULTANT,hi-dominant,Broker,Mumbai,6,6,7,6,6,31,6.2,CURIOSITY,DEMO
OPP-190,AI calling demo sun lo asli real estate call (carousel),CT-EDU,FW-LEAD-LEAKAGE,CH-BROKER,mr-dominant,Broker,Pune,8,3,8,7,10,36,7.4,AI,DEMO
OPP-191,AI calling real estate mein chalega Myth bust (carousel),CT-EDU,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,3,6,8,8,6,31,6.1,MYTH,DEMO
OPP-192,Raat ko 100 leads AI ne call kiye subah qualified list ready (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,mr-dominant,Owner,Both,8,5,9,5,7,34,6.9,AI,SAVE
OPP-193,AI tumhe replace nahi karega boring kaam karega (carousel),CT-EDU,FW-MYTH,CH-CONSULTANT,mr-dominant,Broker,Both,6,5,8,7,7,33,6.6,CONTRARIAN,DEMO
OPP-194,AI ne Google Ads lead 30 sec mein follow-up kiya deal bachi (carousel),CT-EDU,FW-MYTH,CH-OWNER,hi-dominant,Owner,Pune,5,4,9,6,7,31,6.2,AI,DEMO
OPP-195,AI calling kaise set karo 60 second mein (carousel),CT-EDU,FW-MISTAKE,CH-OWNER,en-leaning,Owner,Both,4,4,7,5,7,27,5.5,DEMO,COMMENT
OPP-196,Pata hai team abhi kya kar rahi hai dashboard kholo (demo),CT-DEMO,FW-CRM,CH-OWNER,hi-dominant,Owner,Both,3,4,5,5,9,26,5.4,TEAM-MANAGEMENT,DEMO
OPP-197,Proof nahi to sirf blame agent ki performance data se (demo),CT-DEMO,FW-CRM,CH-TEAMLEAD,mr-dominant,Manager,Both,5,5,6,7,9,32,6.5,TEAM-MANAGEMENT,DEMO
OPP-198,Kaun sa agent kaun sa lead chala raha pata nahi (demo),CT-DEMO,FW-DEMO,CH-OWNER,hi-dominant,Owner,Both,4,3,7,6,7,27,5.5,FEAR,DEMO
OPP-199,Visibility surveillance nahi fairness hai agent bhi khush (demo),CT-DEMO,FW-CRM,CH-TEAMLEAD,hi-dominant,Manager,Mumbai,5,5,6,7,9,32,6.5,TEAM-MANAGEMENT,DEMO
OPP-200,Poori team ek dashboard mein owner ka control (demo),CT-DEMO,FW-DEMO,CH-OWNER,mr-dominant,Owner,Both,4,4,5,4,10,27,5.7,TEAM-MANAGEMENT,TRIAL
OPP-201,Rajesh ne Bandra buyer ko call kiya ya nahi ab pata chalega (demo),CT-DEMO,FW-DEMO,CH-SALESMGR,hi-dominant,Manager,Mumbai,3,3,7,5,10,28,5.9,SALES,DEMO
OPP-202,Fair lead distribution har agent ko barabar mauka (demo),CT-DEMO,FW-DEMO,CH-TEAMLEAD,hi-dominant,Manager,Both,5,5,5,4,6,25,5.1,TEAM-MANAGEMENT,DEMO
OPP-203,Micromanagement band karo data dekho (demo),CT-DEMO,FW-AI,CH-OWNER,hi-dominant,Owner,Both,4,5,6,8,7,30,6.0,CONTRARIAN,DEMO
OPP-204,Ek agent gaya saara business gaya bachao kaise (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,7,4,6,4,7,28,5.8,FEAR,DM
OPP-205,Top agent nikla apne saare client le gaya (case study),CT-CASE,FW-CASE,CH-OWNER,en-leaning,Owner,Pune,6,3,6,4,9,28,5.9,REVENUE,DEMO
OPP-206,Agent jaaye par leads agency ke paas rahein (case study),CT-CASE,FW-CASE,CH-OWNER|CH-HAPPY,hi-dominant,Owner,Mumbai,2,5,6,6,9,28,5.8,TEAM-MANAGEMENT,DM
OPP-207,Naya agent ne purane ka kaam seamlessly uthaya kyunki sab system mein (case study),CT-CASE,FW-BAB,CH-SALESMGR|CH-HAPPY,mixed,Manager,Mumbai,2,4,6,3,9,24,5.1,SALES,DM
OPP-208,Relationships agent ke phone mein ya agency ke system mein (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Both,6,4,6,6,9,31,6.3,FEAR,DM
OPP-209,Naya agent Day 1 vs Day 7 with RealEstateFlow (UGC selfie),CT-UGC,FW-PROPERTY,CH-NEWBIE,mr-dominant,NewJoiner,Mumbai,9,6,5,3,5,28,5.7,CURIOSITY,TRIAL
OPP-210,Naye agent ko kaunse leads milenge fair rule dikhao (UGC selfie),CT-UGC,FW-UGC,CH-NEWBIE,hi-dominant,NewJoiner,Both,7,7,6,4,7,31,6.3,SALES,DM
OPP-211,New joiner 30 min mein CRM seekh gaya WhatsApp jaisa (UGC selfie),CT-UGC,FW-OBJECTION,CH-NEWBIE,mixed,NewJoiner,Both,6,7,5,6,8,32,6.5,CRM,TRIAL
OPP-212,Naya banda delete nahi kar sakta RBAC ka kamaal (UGC selfie),CT-UGC,FW-UGC,CH-OWNER,hi-dominant,Owner,Mumbai,5,5,4,3,9,26,5.5,FEAR,TRIAL
OPP-213,Rohan ka pehla din ghabrao mat sab simple hai (UGC selfie),CT-UGC,FW-OBJECTION,CH-NEWBIE,mr-dominant,NewJoiner,Pune,4,8,5,5,7,29,5.9,UGC,DM
OPP-214,Team nahi seekhegi yeh dar galat hai 2 ghante training (UGC selfie),CT-UGC,FW-OBJECTION,CH-OWNER,mr-dominant,Owner,Both,6,4,5,5,6,26,5.2,OBJECTION,TRIAL
OPP-215,Client bola 2BHK Andheri chahiye aap file dhoondh rahe (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Mumbai,6,5,6,7,7,31,6.2,PROPERTY-MANAGEMENT,TRIAL
OPP-216,Call pe property details missing deal bhi missing (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,mixed,Broker,Both,7,6,4,4,7,28,5.8,PROPERTY-MANAGEMENT,TRIAL
OPP-217,Property turant share karo deal fast karo demo (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Pune,6,7,4,3,8,28,5.9,SALES,DM
OPP-218,Inventory ungliyon pe matching buyer ko instant (UGC selfie),CT-UGC,FW-OBJECTION,CH-CONSULTANT,hi-dominant,Broker,Mumbai,4,5,5,4,5,23,4.7,CURIOSITY,DEMO
OPP-219,Instagram pe dekhi property aap dhoondh nahi paye client gaya (UGC selfie),CT-UGC,FW-UGC,CH-BROKER,hi-dominant,Broker,Mumbai,6,4,3,6,8,27,5.5,PROPERTY-MANAGEMENT,TRIAL
OPP-220,Property add karo media upload map pin 20 sec demo (UGC selfie),CT-UGC,FW-PROPERTY,CH-CONSULTANT,hi-dominant,Broker,Mumbai,4,5,3,6,8,26,5.3,DEMO,DEMO
OPP-221,Client call aaye to saari history turant samne (demo),CT-DEMO,FW-AI,CH-CONSULTANT,mixed,Broker,Pune,2,2,7,4,10,25,5.3,SALES,DEMO
OPP-222,Sneha ne client ki requirement ek jagah rakhi perfect match (demo),CT-DEMO,FW-DEMO,CH-CONSULTANT,mr-dominant,Broker,Both,6,4,6,5,8,29,6.0,SOCIAL-PROOF,TRIAL
OPP-223,Client ko lagta hai aap sirf usi ke liye kaam kar rahe (demo),CT-DEMO,FW-AI,CH-BROKER,mr-dominant,Broker,Pune,6,5,6,4,8,29,6.0,CURIOSITY,DEMO
OPP-224,Buyer requirement capture karo galti se kuch miss na ho (demo),CT-DEMO,FW-CRM,CH-CONSULTANT,hi-dominant,Broker,Both,6,4,6,6,9,31,6.3,PROPERTY-MANAGEMENT,DEMO
OPP-225,Andheri broker ne lead leakage near zero kiya 60 din mein (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER|CH-HAPPY,mr-dominant,Owner,Both,5,6,6,5,10,32,6.7,SOCIAL-PROOF,DEMO
OPP-226,Pune ki 15-agent agency ka before after (case study),CT-CASE,FW-CASE,CH-OWNER|CH-HAPPY,mixed,Owner,Pune,4,4,7,4,9,28,5.8,SOCIAL-PROOF,TRIAL
OPP-227,Close rate 8 percent se 12 percent 2 mahine mein (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Pune,5,5,7,5,10,32,6.7,REVENUE,DM
OPP-228,Mr aur Mrs Khan ka smooth deal testimonial (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-HAPPY,en-leaning,Buyer,Pune,4,4,5,5,10,28,5.8,SOCIAL-PROOF,DEMO
OPP-229,Agent bola broker dekh sakta hai maine 10 deals kiye no jhagda (case study),CT-CASE,FW-BAB,CH-BROKER,hi-dominant,Broker,Mumbai,5,5,5,7,8,30,6.0,SOCIAL-PROOF,DEMO
OPP-230,12K month diya 25L recover kiya ab CRM free jaisa (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER,hi-dominant,Owner,Mumbai,5,3,5,5,10,28,5.8,REVENUE,DEMO
OPP-231,200 plus brokerages already RealEstateFlow pe (case study),CT-CASE,FW-LEAD-LEAKAGE,CH-OWNER|CH-HAPPY,mixed,Owner,Mumbai,5,3,8,5,10,31,6.5,SOCIAL-PROOF,DEMO
OPP-232,Salesforce se switch kiya finally India ke liye bana CRM (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,4,5,7,4,7,27,5.6,SOCIAL-PROOF,TRIAL
OPP-233,Maine 200 brokerages dekhe ek cheez samajh aayi follow-up (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,mr-dominant,Owner,Both,4,4,7,8,6,29,5.7,CURIOSITY,FOLLOW
OPP-234,Kyun banaya RealEstateFlow founder ki kahani (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,hi-dominant,Owner,Both,3,4,7,8,7,29,5.8,REAL-ESTATE,COMMUNITY
OPP-235,Indian brokers ko US CRM nahi chahiye desi chahiye (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,en-leaning,Owner,Both,4,3,8,8,4,27,5.2,CONTRARIAN,FOLLOW
OPP-236,Launch day RealEstateFlow ab live hai dekho (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Mumbai,7,7,7,7,6,34,6.8,REAL-ESTATE,COMMUNITY
OPP-237,Mera broker dost ne 20L ka deal khoya tab idea aaya (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,mr-dominant,Owner,Both,8,7,6,8,4,33,6.4,FOUNDER,COMMUNITY
OPP-238,CRM matlab Excel nahi yeh 3 cheez karta hai (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Pune,4,7,10,6,4,31,6.1,CRM,COMMUNITY
OPP-239,CRM sirf badi companies ke liye Myth bust (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Both,4,4,8,6,6,28,5.6,CONTRARIAN,COMMUNITY
OPP-240,CRM mahanga hai 999 se shuru ROI 30 din (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,en-leaning,Owner,Both,5,7,9,8,10,39,7.9,SALES,SAVE
OPP-241,Maine pehle CRM try kiya tha nahi chala kyun different (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Pune,4,3,7,6,6,26,5.2,OBJECTION,COMMUNITY
OPP-242,Data secure hai kya AWS backed sleep peacefully (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,mr-dominant,Owner,Pune,2,5,6,7,7,27,5.4,OBJECTION,COMMUNITY
OPP-243,Cancel kiya to data chala jaayega Nahi export anytime (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,mixed,Owner,Mumbai,5,7,6,6,7,31,6.2,OBJECTION,FOLLOW
OPP-244,Process badalna padega Nahi tumhara process import karo (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-OWNER,hi-dominant,Owner,Both,4,5,7,8,6,30,5.9,OBJECTION,SAVE
OPP-245,Tum broke nahi ho tum bleeding ho roz 50K leak (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mr-dominant,Owner,Both,7,7,8,9,5,36,7.0,CONTRARIAN,SAVE
OPP-246,Maharashtra RERA agent rule badla 60 sec mein samjho (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,hi-dominant,Owner,Mumbai,3,4,9,7,8,31,6.2,NEWS,COMMUNITY
OPP-247,RERA number har listing pe trust signal (deep-dive),CT-AUTHORITY,FW-CRM,CH-OWNER,mixed,Owner,Both,4,4,8,5,4,25,5.0,REAL-ESTATE,SAVE
OPP-248,Ready reckoner rate badha brokers ke liye matlab (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,hi-dominant,Owner,Mumbai,6,5,8,6,6,31,6.2,NEWS,FOLLOW
OPP-249,Carpet vs built-up loading samjhao client ko (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-BROKER,en-leaning,Broker,Mumbai,4,4,10,6,5,29,5.8,REAL-ESTATE,SAVE
OPP-250,Portal listing rate hike MagicBricks 99acres ab kya (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-OWNER,mr-dominant,Owner,Both,3,6,8,7,5,29,5.7,NEWS,SAVE
OPP-251,MagicBricks lead 2 ghante baad call buyer already deal (case study),CT-CASE,FW-CASE,CH-BROKER,mr-dominant,Broker,Pune,3,4,7,4,9,27,5.7,LEAD-MANAGEMENT,DEMO
OPP-252,All portals one inbox MagicBricks Housing 99acres (case study),CT-CASE,FW-BAB,CH-OWNER,hi-dominant,Owner,Both,4,4,7,5,9,29,6.0,LEAD-MANAGEMENT,DEMO
OPP-253,Facebook ad 5000 spend kitna convert ho raha (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Mumbai,4,5,6,3,10,28,6.0,REVENUE,DM
OPP-254,FB pe 20 comment 3 ko call kiya 17 ignore ek buyer tha (case study),CT-CASE,FW-CASE,CH-CONSULTANT,hi-dominant,Broker,Both,7,4,6,5,10,32,6.7,LEAD-MANAGEMENT,TRIAL
OPP-255,Google Ads 50K spend 100 lead 10 convert ho sakte the 50 (case study),CT-CASE,FW-CASE,CH-OWNER,hi-dominant,Owner,Both,5,4,5,7,9,30,6.1,REVENUE,DEMO
OPP-256,Referral best lead par tumne follow-up nahi kiya (case study),CT-CASE,FW-CASE,CH-BROKER,mixed,Broker,Pune,2,2,9,3,8,24,5.0,SALES,DEMO
OPP-257,Referral source track kiya top agent 40 referral nikla (case study),CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,mixed,Owner,Both,4,4,6,7,10,31,6.4,SOCIAL-PROOF,TRIAL
OPP-258,Portal lead auto sync 15 min response 4x close (case study),CT-CASE,FW-BAB,CH-OWNER|CH-HAPPY,mixed,Owner,Both,3,4,7,5,10,29,6.1,LEAD-MANAGEMENT,TRIAL
OPP-259,Mumbai broker vs Pune broker ka kaam karne ka tareeka (deep-dive),CT-AUTHORITY,FW-AUTHORITY,CH-BROKER,mr-dominant,Broker,Pune,5,4,10,8,6,33,6.5,REAL-ESTATE,SAVE
OPP-260,Pune cha broker ata Pune chi technology RealEstateFlow (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-BROKER,mixed,Broker,Pune,5,7,8,5,4,29,5.8,REAL-ESTATE,FOLLOW
OPP-261,Mumbai status Pune growth dono ko ek CRM (deep-dive),CT-AUTHORITY,FW-MYTH,CH-OWNER,en-leaning,Owner,Both,4,5,5,5,6,25,5.0,CONTRARIAN,FOLLOW
OPP-262,South Mumbai luxury broker bhi system chahiye (deep-dive),CT-AUTHORITY,FW-CONTRARIAN,CH-BROKER,hi-dominant,Broker,Mumbai,6,4,9,7,7,33,6.6,REAL-ESTATE,FOLLOW
OPP-263,Kothrud IT crowd ko property bechna tech-savvy approach (deep-dive),CT-AUTHORITY,FW-MYTH,CH-CONSULTANT,mixed,Broker,Both,6,6,8,5,4,29,5.8,REAL-ESTATE,FOLLOW
OPP-264,RealEstateFlow vs generic CRM India ke liye bana (carousel),CT-EDU,FW-CRM,CH-OWNER,hi-dominant,Owner,Mumbai,6,3,7,5,5,26,5.2,CONTRARIAN,DEMO
OPP-265,Zoho Salesforce ke saamne desi CRM ka faayda (carousel),CT-EDU,FW-MYTH,CH-OWNER,en-leaning,Owner,Mumbai,3,7,8,7,6,31,6.2,CRM,DEMO
